yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,datavaluetype,stratificationcategory1,stratification1,locationid,topicid,questionid,datavaluetypeid,stratificationcategoryid1,stratificationid1
2013,2017,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",56,CAN,CAN8_1,AVGANNNMBR,RACE,WHT
2014,2018,WY,Wyoming,Statewide central cancer registries,Cancer,"Cancer of the lung and bronchus, incidence",Average Annual Crude Rate,Race/Ethnicity,Hispanic,56,CAN,CAN8_1,AVGANNCRDRATE,RACE,HIS
2012,2016,AL,Alabama,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,01,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2014,2018,AL,Alabama,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,01,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2015,2019,AR,Arkansas,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",05,CAN,CAN8_2,AVGANNNMBR,RACE,BLK
2010,2014,AZ,Arizona,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,04,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2009,2013,CA,California,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,06,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2008,2012,CO,Colorado,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,08,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2010,2014,CO,Colorado,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",08,CAN,CAN8_2,AVGANNNMBR,RACE,BLK
2012,2016,CO,Colorado,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,08,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2014,2018,FL,Florida,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,Hispanic,12,CAN,CAN8_2,AVGANNNMBR,RACE,HIS
2014,2018,HI,Hawaii,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,15,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2008,2012,IA,Iowa,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,19,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2012,2016,IA,Iowa,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,19,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2008,2012,ID,Idaho,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,16,CAN,CAN8_2,AVGANNNMBR,RACE,AIAO
2013,2017,ID,Idaho,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,16,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2015,2019,ID,Idaho,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Crude Rate,Gender,Female,16,CAN,CAN8_2,AVGANNCRDRATE,GENDER,GENF
2008,2012,IL,Illinois,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,17,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2014,2018,IL,Illinois,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,17,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2008,2012,KS,Kansas,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,20,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2009,2013,KS,Kansas,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,20,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2012,2016,KS,Kansas,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,20,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2014,2018,KS,Kansas,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,20,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2015,2019,KS,Kansas,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,20,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2014,2018,KY,Kentucky,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,21,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2012,2016,LA,Louisiana,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,Hispanic,22,CAN,CAN8_2,AVGANNNMBR,RACE,HIS
2015,2019,LA,Louisiana,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,22,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2011,2015,MD,Maryland,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,24,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2015,2019,MD,Maryland,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,Hispanic,24,CAN,CAN8_2,AVGANNNMBR,RACE,HIS
2008,2012,MI,Michigan,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",26,CAN,CAN8_2,AVGANNNMBR,RACE,BLK
2011,2015,MI,Michigan,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",26,CAN,CAN8_2,AVGANNNMBR,RACE,BLK
2008,2012,MN,Minnesota,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",27,CAN,CAN8_2,AVGANNNMBR,RACE,WHT
2013,2017,MN,Minnesota,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",27,CAN,CAN8_2,AVGANNNMBR,RACE,WHT
2008,2012,MO,Missouri,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,29,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2008,2012,MO,Missouri,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",29,CAN,CAN8_2,AVGANNNMBR,RACE,WHT
2012,2016,MS,Mississippi,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,28,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2013,2017,MT,Montana,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,30,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2014,2018,MT,Montana,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,30,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2008,2012,NE,Nebraska,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Crude Rate,Race/Ethnicity,Hispanic,31,CAN,CAN8_2,AVGANNCRDRATE,RACE,HIS
2011,2015,NE,Nebraska,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,31,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2013,2017,NE,Nebraska,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,31,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2014,2018,NE,Nebraska,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,Asian or Pacific Islander,31,CAN,CAN8_2,AVGANNNMBR,RACE,APIO
2015,2019,NE,Nebraska,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Crude Rate,Overall,Overall,31,CAN,CAN8_2,AVGANNCRDRATE,OVERALL,OVR
2008,2012,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",34,CAN,CAN8_2,AVGANNNMBR,RACE,BLK
2009,2013,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",34,CAN,CAN8_2,AVGANNNMBR,RACE,WHT
2010,2014,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,Hispanic,34,CAN,CAN8_2,AVGANNNMBR,RACE,HIS
2011,2015,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,Hispanic,34,CAN,CAN8_2,AVGANNNMBR,RACE,HIS
2012,2016,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,Hispanic,34,CAN,CAN8_2,AVGANNNMBR,RACE,HIS
2013,2017,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,34,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2014,2018,NJ,New Jersey,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,34,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2013,2017,NM,New Mexico,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,35,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2013,2017,NV,Nevada,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,32,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2008,2012,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,40,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2011,2015,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,40,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2011,2011,WA,Washington,NVSS,Asthma,Asthma mortality rate,Number,Gender,Male,53,AST,AST4_1,NMBR,GENDER,GENM
2013,2017,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,40,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2015,2019,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",40,CAN,CAN8_2,AVGANNNMBR,RACE,BLK
2009,2013,TN,Tennessee,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,47,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2012,2016,TN,Tennessee,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,47,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2015,2019,TN,Tennessee,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Overall,Overall,47,CAN,CAN8_2,AVGANNNMBR,OVERALL,OVR
2011,2015,US,United States,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Female,59,CAN,CAN8_2,AVGANNNMBR,GENDER,GENF
2011,2015,VA,Virginia,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,51,CAN,CAN8_2,AVGANNNMBR,RACE,AIAO
2012,2016,WY,Wyoming,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Gender,Male,56,CAN,CAN8_2,AVGANNNMBR,GENDER,GENM
2013,2017,WY,Wyoming,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",56,CAN,CAN8_2,AVGANNNMBR,RACE,WHT
2012,2016,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",01,CAN,CAN9_1,AVGANNNMBR,RACE,BLK
2012,2016,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",01,CAN,CAN9_1,AVGANNNMBR,RACE,WHT
2014,2018,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Female,01,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF
2014,2018,AL,Alabama,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,01,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2009,2013,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,05,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2013,2017,AR,Arkansas,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",05,CAN,CAN9_1,AVGANNNMBR,RACE,WHT
2015,2019,CA,California,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Age-adjusted Rate,Gender,Male,06,CAN,CAN9_1,AVGANNAGEADJRATE,GENDER,GENM
2008,2012,CO,Colorado,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,08,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2010,2014,CO,Colorado,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,08,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2012,2016,CO,Colorado,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,08,CAN,CAN9_1,AVGANNNMBR,RACE,AIAO
2012,2016,CO,Colorado,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",08,CAN,CAN9_1,AVGANNNMBR,RACE,WHT
2015,2019,DC,District of Columbia,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",11,CAN,CAN9_1,AVGANNNMBR,RACE,BLK
2009,2013,FL,Florida,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Female,12,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF
2012,2016,FL,Florida,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Female,12,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF
2013,2017,HI,Hawaii,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Crude Rate,Gender,Male,15,CAN,CAN9_1,AVGANNCRDRATE,GENDER,GENM
2009,2013,IL,Illinois,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,17,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2008,2012,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",18,CAN,CAN9_1,AVGANNNMBR,RACE,WHT
2009,2013,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Crude Rate,Overall,Overall,18,CAN,CAN9_1,AVGANNCRDRATE,OVERALL,OVR
2010,2014,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",18,CAN,CAN9_1,AVGANNNMBR,RACE,BLK
2011,2015,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Overall,Overall,18,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR
2012,2016,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Female,18,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF
2013,2017,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,18,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2014,2018,IN,Indiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"Black, non-Hispanic",18,CAN,CAN9_1,AVGANNNMBR,RACE,BLK
2009,2013,KS,Kansas,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,20,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2011,2015,KY,Kentucky,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Female,21,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF
2015,2019,KY,Kentucky,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,21,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2010,2014,LA,Louisiana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,22,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2009,2013,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Crude Rate,Race/Ethnicity,Asian or Pacific Islander,25,CAN,CAN9_1,AVGANNCRDRATE,RACE,APIO
2010,2014,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Crude Rate,Overall,Overall,25,CAN,CAN9_1,AVGANNCRDRATE,OVERALL,OVR
2011,2015,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Overall,Overall,25,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR
2012,2016,MA,Massachusetts,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Crude Rate,Gender,Male,25,CAN,CAN9_1,AVGANNCRDRATE,GENDER,GENM
2008,2012,MD,Maryland,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,24,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2009,2013,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,27,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2010,2014,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Overall,Overall,27,CAN,CAN9_1,AVGANNNMBR,OVERALL,OVR
2012,2016,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,27,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2013,2017,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,27,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2014,2018,MN,Minnesota,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,27,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2008,2012,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,29,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2009,2013,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,29,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2010,2014,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,29,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2011,2015,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Female,29,CAN,CAN9_1,AVGANNNMBR,GENDER,GENF
2014,2018,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,29,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2015,2019,MO,Missouri,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,29,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2008,2012,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",30,CAN,CAN9_1,AVGANNNMBR,RACE,WHT
2010,2014,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,American Indian or Alaska Native,30,CAN,CAN9_1,AVGANNNMBR,RACE,AIAO
2010,2014,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Gender,Male,30,CAN,CAN9_1,AVGANNNMBR,GENDER,GENM
2011,2015,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",30,CAN,CAN9_1,AVGANNNMBR,RACE,WHT
2012,2016,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,Hispanic,30,CAN,CAN9_1,AVGANNNMBR,RACE,HIS
2013,2017,MT,Montana,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",Average Annual Number,Race/Ethnicity,"White, non-Hispanic",30,CAN,CAN9_1,AVGANNNMBR,RACE,WHT
